
NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,Unnamed: 26
77,1,260,1:21.066,0,,9.742,0,43.064,0,28.260,0,181.5,6:29:41.931,18:40:26.506,0:09.742,0:43.064,0:28.260,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,261,1:20.913,0,,9.708,0,42.773,0,28.432,0,181.9,6:31:02.844,18:41:47.419,0:09.708,0:42.773,0:28.432,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,262,1:22.745,0,,9.790,0,43.795,0,29.160,0,177.8,6:32:25.589,18:43:10.164,0:09.790,0:43.795,0:29.160,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,263,1:21.459,0,,9.902,0,43.046,0,28.511,0,180.7,6:33:47.048,18:44:31.623,0:09.902,0:43.046,0:28.511,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,264,1:21.126,0,,9.758,0,43.008,0,28.360,0,181.4,6:35:08.174,18:45:52.749,0:09.758,0:43.008,0:28.360,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,1,265,1:29.792,0,B,9.836,0,43.259,0,36.697,0,163.9,6:36:37.966,18:47:22.541,0:09.836,0:43.259,0:36.697,,Julien Andlauer,,GTDPRO,,AO Racing,Porsche,GF,
77,3,266,2:28.793,0,,1:12.690,0,47.296,0,28.807,0,98.9,6:39:06.759,18:49:51.334,1:12.690,0:47.296,0:28.807,,Laurin Heinrich,0:01:16.650,GTDPRO,,AO Racing,Porsche,GF,
77,3,267,1:21.350,0,,9.765,0,43.244,0,28.341,0,180.9,6:40:28.109,18:51:12.684,0:09.765,0:43.244,0:28.341,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,268,1:20.400,0,,9.694,0,42.497,0,28.209,0,183.0,6:41:48.509,18:52:33.084,0:09.694,0:42.497,0:28.209,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,269,1:19.978,0,,9.528,0,42.251,0,28.199,0,184.0,6:43:08.487,18:53:53.062,0:09.528,0:42.251,0:28.199,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,270,1:20.189,0,,9.559,0,42.569,0,28.061,0,183.5,6:44:28.676,18:55:13.251,0:09.559,0:42.569,0:28.061,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,271,1:21.624,0,,9.691,0,43.607,0,28.326,0,180.3,6:45:50.300,18:56:34.875,0:09.691,0:43.607,0:28.326,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,272,1:21.268,0,,9.587,0,43.100,0,28.581,0,181.1,6:47:11.568,18:57:56.143,0:09.587,0:43.100,0:28.581,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,273,1:21.504,0,,9.818,0,43.270,0,28.416,0,180.6,6:48:33.072,18:59:17.647,0:09.818,0:43.270,0:28.416,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,274,1:21.264,0,,9.916,0,42.871,0,28.477,0,181.1,6:49:54.336,19:00:38.911,0:09.916,0:42.871,0:28.477,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,275,1:21.911,0,,9.768,0,43.480,0,28.663,0,179.7,6:51:16.247,19:02:00.822,0:09.768,0:43.480,0:28.663,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,276,1:20.831,0,,9.702,0,42.847,0,28.282,0,182.1,6:52:37.078,19:03:21.653,0:09.702,0:42.847,0:28.282,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,277,1:22.227,0,,9.800,0,44.178,0,28.249,0,179.0,6:53:59.305,19:04:43.880,0:09.800,0:44.178,0:28.249,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,278,1:21.703,0,,9.713,0,43.828,0,28.162,0,180.1,6:55:21.008,19:06:05.583,0:09.713,0:43.828,0:28.162,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,279,1:22.693,0,,9.803,0,43.378,0,29.512,0,178.0,6:56:43.701,19:07:28.276,0:09.803,0:43.378,0:29.512,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,280,1:22.101,0,,9.991,0,43.788,0,28.322,0,179.2,6:58:05.802,19:08:50.377,0:09.991,0:43.788,0:28.322,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,281,1:21.317,0,,9.767,0,42.884,0,28.666,0,181.0,6:59:27.119,19:10:11.694,0:09.767,0:42.884,0:28.666,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,282,1:21.624,0,,10.062,0,43.363,0,28.199,0,180.3,7:00:48.743,19:11:33.318,0:10.062,0:43.363,0:28.199,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,283,1:20.189,0,,9.671,0,42.353,0,28.165,0,183.5,7:02:08.932,19:12:53.507,0:09.671,0:42.353,0:28.165,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,284,1:19.985,0,,9.551,0,42.338,0,28.096,0,184.0,7:03:28.917,19:14:13.492,0:09.551,0:42.338,0:28.096,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,285,1:19.872,0,,9.597,0,42.200,0,28.075,0,184.2,7:04:48.789,19:15:33.364,0:09.597,0:42.200,0:28.075,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,286,1:20.170,0,,9.590,0,42.166,0,28.414,0,183.6,7:06:08.959,19:16:53.534,0:09.590,0:42.166,0:28.414,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,287,1:20.120,0,,9.711,0,42.313,0,28.096,0,183.7,7:07:29.079,19:18:13.654,0:09.711,0:42.313,0:28.096,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,288,1:22.698,0,,9.672,0,44.914,0,28.112,0,177.9,7:08:51.777,19:19:36.352,0:09.672,0:44.914,0:28.112,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,289,1:20.369,0,,9.657,0,42.624,0,28.088,0,183.1,7:10:12.146,19:20:56.721,0:09.657,0:42.624,0:28.088,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,290,1:21.341,0,,9.569,0,43.580,0,28.192,0,180.9,7:11:33.487,19:22:18.062,0:09.569,0:43.580,0:28.192,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,291,1:21.767,0,,9.776,0,43.693,0,28.298,0,180.0,7:12:55.254,19:23:39.829,0:09.776,0:43.693,0:28.298,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,292,1:20.593,0,,9.572,0,42.862,0,28.159,0,182.6,7:14:15.847,19:25:00.422,0:09.572,0:42.862,0:28.159,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,293,1:22.277,0,,9.697,0,43.973,0,28.607,0,178.9,7:15:38.124,19:26:22.699,0:09.697,0:43.973,0:28.607,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,294,1:20.413,0,,9.720,0,42.551,0,28.142,0,183.0,7:16:58.537,19:27:43.112,0:09.720,0:42.551,0:28.142,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,295,1:20.712,0,,9.628,0,42.962,0,28.122,0,182.3,7:18:19.249,19:29:03.824,0:09.628,0:42.962,0:28.122,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,296,1:20.309,0,,9.618,0,42.394,0,28.297,0,183.2,7:19:39.558,19:30:24.133,0:09.618,0:42.394,0:28.297,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,297,1:20.101,0,,9.639,0,42.328,0,28.134,0,183.7,7:20:59.659,19:31:44.234,0:09.639,0:42.328,0:28.134,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,298,1:19.872,0,,9.559,0,42.274,0,28.039,0,184.2,7:22:19.531,19:33:04.106,0:09.559,0:42.274,0:28.039,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,299,1:20.260,0,,9.725,0,42.364,0,28.171,0,183.4,7:23:39.791,19:34:24.366,0:09.725,0:42.364,0:28.171,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,300,1:20.087,0,,9.573,0,42.425,0,28.089,0,183.7,7:24:59.878,19:35:44.453,0:09.573,0:42.425,0:28.089,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,301,1:20.291,0,,9.706,0,42.476,0,28.109,0,183.3,7:26:20.169,19:37:04.744,0:09.706,0:42.476,0:28.109,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,302,1:20.762,0,,9.700,0,42.405,0,28.657,0,182.2,7:27:40.931,19:38:25.506,0:09.700,0:42.405,0:28.657,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,303,1:20.598,0,,9.834,0,42.520,0,28.244,0,182.6,7:29:01.529,19:39:46.104,0:09.834,0:42.520,0:28.244,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,304,1:20.152,0,,9.655,0,42.426,0,28.071,0,183.6,7:30:21.681,19:41:06.256,0:09.655,0:42.426,0:28.071,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,305,1:20.442,0,,9.637,0,42.591,0,28.214,0,182.9,7:31:42.123,19:42:26.698,0:09.637,0:42.591,0:28.214,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,306,1:21.123,0,,9.964,0,43.095,0,28.064,0,181.4,7:33:03.246,19:43:47.821,0:09.964,0:43.095,0:28.064,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,307,1:20.488,0,,9.668,0,42.555,0,28.265,0,182.8,7:34:23.734,19:45:08.309,0:09.668,0:42.555,0:28.265,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,308,1:21.887,0,,9.919,0,43.659,0,28.309,0,179.7,7:35:45.621,19:46:30.196,0:09.919,0:43.659,0:28.309,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,309,1:30.158,0,B,9.806,0,43.393,0,36.959,0,163.2,7:37:15.779,19:48:00.354,0:09.806,0:43.393,0:36.959,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,2,310,2:34.209,0,,1:14.088,0,50.391,0,29.730,0,95.4,7:39:49.988,19:50:34.563,1:14.088,0:50.391,0:29.730,,Michael Christensen,0:01:17.792,GTDPRO,,AO Racing,Porsche,GF,
77,2,311,1:22.628,0,,10.133,0,43.795,0,28.700,0,178.1,7:41:12.616,19:51:57.191,0:10.133,0:43.795,0:28.700,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,312,1:21.478,0,,9.811,0,42.667,0,29.000,0,180.6,7:42:34.094,19:53:18.669,0:09.811,0:42.667,0:29.000,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,313,1:20.633,0,,9.630,0,42.716,0,28.287,0,182.5,7:43:54.727,19:54:39.302,0:09.630,0:42.716,0:28.287,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,314,1:20.290,0,,9.613,0,42.394,0,28.283,0,183.3,7:45:15.017,19:55:59.592,0:09.613,0:42.394,0:28.283,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,315,1:20.606,0,,9.633,0,42.644,0,28.329,0,182.6,7:46:35.623,19:57:20.198,0:09.633,0:42.644,0:28.329,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,316,1:21.723,0,,9.692,0,43.438,0,28.593,0,180.1,7:47:57.346,19:58:41.921,0:09.692,0:43.438,0:28.593,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,317,1:21.061,0,,9.824,0,42.843,0,28.394,0,181.5,7:49:18.407,20:00:02.982,0:09.824,0:42.843,0:28.394,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,318,1:21.799,0,,9.722,0,43.340,0,28.737,0,179.9,7:50:40.206,20:01:24.781,0:09.722,0:43.340,0:28.737,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,319,1:21.216,0,,9.740,0,43.243,0,28.233,0,181.2,7:52:01.422,20:02:45.997,0:09.740,0:43.243,0:28.233,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,320,1:21.271,0,,9.786,0,43.179,0,28.306,0,181.1,7:53:22.693,20:04:07.268,0:09.786,0:43.179,0:28.306,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,321,1:22.517,0,,9.825,0,44.069,0,28.623,0,178.3,7:54:45.210,20:05:29.785,0:09.825,0:44.069,0:28.623,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,322,1:21.524,0,,9.788,0,43.313,0,28.423,0,180.5,7:56:06.734,20:06:51.309,0:09.788,0:43.313,0:28.423,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,323,1:21.544,0,,9.668,0,42.851,0,29.025,0,180.5,7:57:28.278,20:08:12.853,0:09.668,0:42.851,0:29.025,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,324,1:21.876,0,,9.723,0,43.613,0,28.540,0,179.7,7:58:50.154,20:09:34.729,0:09.723,0:43.613,0:28.540,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,325,1:21.488,0,,9.890,0,42.979,0,28.619,0,180.6,8:00:11.642,20:10:56.217,0:09.890,0:42.979,0:28.619,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,326,1:22.038,0,,9.697,0,43.690,0,28.651,0,179.4,8:01:33.680,20:12:18.255,0:09.697,0:43.690,0:28.651,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,327,1:21.591,0,,9.786,0,43.259,0,28.546,0,180.4,8:02:55.271,20:13:39.846,0:09.786,0:43.259,0:28.546,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,328,1:22.047,0,,9.853,0,43.797,0,28.397,0,179.4,8:04:17.318,20:15:01.893,0:09.853,0:43.797,0:28.397,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,329,1:20.599,0,,9.633,0,42.546,0,28.420,0,182.6,8:05:37.917,20:16:22.492,0:09.633,0:42.546,0:28.420,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,330,1:21.299,0,,9.698,0,43.092,0,28.509,0,181.0,8:06:59.216,20:17:43.791,0:09.698,0:43.092,0:28.509,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,331,1:21.160,0,,9.686,0,43.082,0,28.392,0,181.3,8:08:20.376,20:19:04.951,0:09.686,0:43.082,0:28.392,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,332,1:21.116,0,,9.699,0,42.823,0,28.594,0,181.4,8:09:41.492,20:20:26.067,0:09.699,0:42.823,0:28.594,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,333,1:24.911,0,,9.646,0,46.452,0,28.813,0,173.3,8:11:06.403,20:21:50.978,0:09.646,0:46.452,0:28.813,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,334,1:20.918,0,,9.698,0,42.886,0,28.334,0,181.9,8:12:27.321,20:23:11.896,0:09.698,0:42.886,0:28.334,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,335,1:20.901,0,,9.681,0,42.780,0,28.440,0,181.9,8:13:48.222,20:24:32.797,0:09.681,0:42.780,0:28.440,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,336,1:21.325,0,,9.625,0,43.223,0,28.477,0,181.0,8:15:09.547,20:25:54.122,0:09.625,0:43.223,0:28.477,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,337,1:20.772,0,,9.630,0,42.758,0,28.384,0,182.2,8:16:30.319,20:27:14.894,0:09.630,0:42.758,0:28.384,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,338,1:20.722,0,,9.715,0,42.613,0,28.394,0,182.3,8:17:51.041,20:28:35.616,0:09.715,0:42.613,0:28.394,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,339,1:21.118,0,,9.671,0,42.667,0,28.780,0,181.4,8:19:12.159,20:29:56.734,0:09.671,0:42.667,0:28.780,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,340,1:21.675,0,,9.904,0,43.293,0,28.478,0,180.2,8:20:33.834,20:31:18.409,0:09.904,0:43.293,0:28.478,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,2,341,1:29.331,0,B,9.778,0,42.660,0,36.893,0,164.7,8:22:03.165,20:32:47.740,0:09.778,0:42.660,0:36.893,,Michael Christensen,,GTDPRO,,AO Racing,Porsche,GF,
77,3,342,2:21.729,0,,1:03.498,0,48.768,0,29.463,0,103.8,8:24:24.894,20:35:09.469,1:03.498,0:48.768,0:29.463,,Laurin Heinrich,0:01:07.119,GTDPRO,,AO Racing,Porsche,GF,
77,3,343,1:22.185,0,,10.090,0,43.749,0,28.346,0,179.1,8:25:47.079,20:36:31.654,0:10.090,0:43.749,0:28.346,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,344,1:21.590,0,,9.781,0,43.209,0,28.600,0,180.4,8:27:08.669,20:37:53.244,0:09.781,0:43.209,0:28.600,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,345,1:20.987,0,,9.700,0,42.746,0,28.541,0,181.7,8:28:29.656,20:39:14.231,0:09.700,0:42.746,0:28.541,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,346,1:21.379,0,,9.718,0,42.913,0,28.748,0,180.8,8:29:51.035,20:40:35.610,0:09.718,0:42.913,0:28.748,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,347,1:19.951,0,,9.643,0,42.178,0,28.130,0,184.1,8:31:10.986,20:41:55.561,0:09.643,0:42.178,0:28.130,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,348,1:20.285,0,,9.659,0,42.368,0,28.258,0,183.3,8:32:31.271,20:43:15.846,0:09.659,0:42.368,0:28.258,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,349,1:20.234,0,,9.632,0,42.323,0,28.279,0,183.4,8:33:51.505,20:44:36.080,0:09.632,0:42.323,0:28.279,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,350,1:20.212,0,,9.624,0,42.331,0,28.257,0,183.5,8:35:11.717,20:45:56.292,0:09.624,0:42.331,0:28.257,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,351,1:20.016,0,,9.594,0,42.257,0,28.165,0,183.9,8:36:31.733,20:47:16.308,0:09.594,0:42.257,0:28.165,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,352,1:20.467,0,,9.586,0,42.323,0,28.558,0,182.9,8:37:52.200,20:48:36.775,0:09.586,0:42.323,0:28.558,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,353,1:20.739,0,,9.903,0,42.806,0,28.030,0,182.3,8:39:12.939,20:49:57.514,0:09.903,0:42.806,0:28.030,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,354,1:20.494,0,,9.766,0,42.621,0,28.107,0,182.8,8:40:33.433,20:51:18.008,0:09.766,0:42.621,0:28.107,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,355,1:20.837,0,,9.685,0,42.940,0,28.212,0,182.0,8:41:54.270,20:52:38.845,0:09.685,0:42.940,0:28.212,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,356,1:20.377,0,,9.718,0,42.633,0,28.026,0,183.1,8:43:14.647,20:53:59.222,0:09.718,0:42.633,0:28.026,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,357,1:20.294,0,,9.632,0,42.532,0,28.130,0,183.3,8:44:34.941,20:55:19.516,0:09.632,0:42.532,0:28.130,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,358,1:21.874,0,,9.829,0,43.590,0,28.455,0,179.7,8:45:56.815,20:56:41.390,0:09.829,0:43.590,0:28.455,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,359,1:20.148,0,,9.607,0,42.388,0,28.153,0,183.6,8:47:16.963,20:58:01.538,0:09.607,0:42.388,0:28.153,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,360,1:20.306,0,,9.554,0,42.422,0,28.330,0,183.2,8:48:37.269,20:59:21.844,0:09.554,0:42.422,0:28.330,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,361,1:20.096,0,,9.575,0,42.421,0,28.100,0,183.7,8:49:57.365,21:00:41.940,0:09.575,0:42.421,0:28.100,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,362,1:20.382,0,,9.594,0,42.645,0,28.143,0,183.1,8:51:17.747,21:02:02.322,0:09.594,0:42.645,0:28.143,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,363,1:21.174,0,,9.697,0,43.403,0,28.074,0,181.3,8:52:38.921,21:03:23.496,0:09.697,0:43.403,0:28.074,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,364,1:20.517,0,,9.595,0,42.687,0,28.235,0,182.8,8:53:59.438,21:04:44.013,0:09.595,0:42.687,0:28.235,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,365,1:21.273,0,,9.785,0,43.349,0,28.139,0,181.1,8:55:20.711,21:06:05.286,0:09.785,0:43.349,0:28.139,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,366,1:19.983,0,,9.570,0,42.272,0,28.141,0,184.0,8:56:40.694,21:07:25.269,0:09.570,0:42.272,0:28.141,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,367,1:19.965,0,,9.592,0,42.346,0,28.027,0,184.0,8:58:00.659,21:08:45.234,0:09.592,0:42.346,0:28.027,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,368,1:20.391,0,,9.871,0,42.470,0,28.050,0,183.1,8:59:21.050,21:10:05.625,0:09.871,0:42.470,0:28.050,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,369,1:20.753,0,,9.686,0,42.689,0,28.378,0,182.2,9:00:41.803,21:11:26.378,0:09.686,0:42.689,0:28.378,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,370,1:20.940,0,,9.712,0,42.651,0,28.577,0,181.8,9:02:02.743,21:12:47.318,0:09.712,0:42.651,0:28.577,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,371,1:53.186,0,,10.010,0,1:02.782,0,40.394,0,130.0,9:03:55.929,21:14:40.504,0:10.010,1:02.782,0:40.394,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,FCY,
77,3,372,1:51.081,0,,10.486,0,54.947,0,45.648,0,132.5,9:05:47.010,21:16:31.585,0:10.486,0:54.947,0:45.648,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,FCY,
77,3,373,2:23.839,0,,21.818,0,1:20.217,0,41.804,0,102.3,9:08:10.849,21:18:55.424,0:21.818,1:20.217,0:41.804,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,FCY,
77,3,374,1:36.857,0,,10.782,0,53.784,0,32.291,0,151.9,9:09:47.706,21:20:32.281,0:10.782,0:53.784,0:32.291,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,FCY,
77,3,375,1:45.279,0,,10.717,0,55.067,0,39.495,0,139.8,9:11:32.985,21:22:17.560,0:10.717,0:55.067,0:39.495,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,FCY,
77,3,376,2:07.960,0,B,13.076,0,59.088,0,55.796,0,115.0,9:13:40.945,21:24:25.520,0:13.076,0:59.088,0:55.796,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,FCY,
77,3,377,2:37.540,0,,1:11.400,0,52.509,0,33.631,0,93.4,9:16:18.485,21:27:03.060,1:11.400,0:52.509,0:33.631,,Laurin Heinrich,0:01:14.757,GTDPRO,,AO Racing,Porsche,FCY,
77,3,378,1:55.729,0,,11.151,0,48.758,0,55.820,0,127.2,9:18:14.214,21:28:58.789,0:11.151,0:48.758,0:55.820,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,FCY,
77,3,379,2:40.756,0,,23.111,0,1:21.712,0,55.933,0,91.5,9:20:54.970,21:31:39.545,0:23.111,1:21.712,0:55.933,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,FCY,
77,3,380,2:22.628,0,,23.026,0,1:14.435,0,45.167,0,103.2,9:23:17.598,21:34:02.173,0:23.026,1:14.435,0:45.167,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,FCY,
77,3,381,1:59.900,0,,27.518,0,1:00.473,0,31.909,0,122.7,9:25:17.498,21:36:02.073,0:27.518,1:00.473,0:31.909,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,382,1:22.010,0,,9.938,0,43.425,0,28.647,0,179.4,9:26:39.508,21:37:24.083,0:09.938,0:43.425,0:28.647,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,383,1:21.584,0,,10.100,0,43.309,0,28.175,0,180.4,9:28:01.092,21:38:45.667,0:10.100,0:43.309,0:28.175,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,384,1:20.537,0,,9.658,0,42.857,0,28.022,0,182.7,9:29:21.629,21:40:06.204,0:09.658,0:42.857,0:28.022,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,385,1:19.699,0,,9.554,0,42.218,0,27.927,0,184.6,9:30:41.328,21:41:25.903,0:09.554,0:42.218,0:27.927,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,386,1:19.662,0,,9.525,0,42.075,0,28.062,0,184.7,9:32:00.990,21:42:45.565,0:09.525,0:42.075,0:28.062,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,387,1:20.674,0,,9.616,0,42.942,0,28.116,0,182.4,9:33:21.664,21:44:06.239,0:09.616,0:42.942,0:28.116,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,388,1:21.131,0,,9.630,0,43.145,0,28.356,0,181.4,9:34:42.795,21:45:27.370,0:09.630,0:43.145,0:28.356,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
